0 <= x < 18870; y = 31.406704 + 0.010532x; least-squares 
 0 <= x < 30; 	 y_0 =  71.0000 + -0.4333x		interpolation 
5070 <= x < 5100; 	 y_169 =  -2304.0000 + 0.4667x		interpolation 
5100 <= x < 5130; 	 y_170 =  416.0000 + -0.0667x		interpolation 
5130 <= x < 5160; 	 y_171 =  2468.0000 + -0.4667x		interpolation 
5160 <= x < 5190; 	 y_172 =  -112.0000 + 0.0333x		interpolation 
5190 <= x < 5220; 	 y_173 =  -2534.0000 + 0.5000x		interpolation 
5220 <= x < 5250; 	 y_174 =  424.0000 + -0.0667x		interpolation 
5250 <= x < 5280; 	 y_175 =  2874.0000 + -0.5333x		interpolation 
5280 <= x < 5310; 	 y_176 =  -646.0000 + 0.1333x		interpolation 
5310 <= x < 5340; 	 y_177 =  -2770.0000 + 0.5333x		interpolation 
5340 <= x < 5370; 	 y_178 =  790.0000 + -0.1333x		interpolation 
5370 <= x < 5400; 	 y_179 =  2401.0000 + -0.4333x		interpolation 
5400 <= x < 5430; 	 y_180 =  -119.0000 + 0.0333x		interpolation 
5430 <= x < 5460; 	 y_181 =  -1205.0000 + 0.2333x		interpolation 
5460 <= x < 5490; 	 y_182 =  -1569.0000 + 0.3000x		interpolation 
5490 <= x < 5520; 	 y_183 =  3555.0000 + -0.6333x		interpolation 
5520 <= x < 5550; 	 y_184 =  -493.0000 + 0.1000x		interpolation 
5550 <= x < 5580; 	 y_185 =  -2343.0000 + 0.4333x		interpolation 
5580 <= x < 5610; 	 y_186 =  2307.0000 + -0.4000x		interpolation 
5610 <= x < 5640; 	 y_187 =  -1807.0000 + 0.3333x		interpolation 
5640 <= x < 5670; 	 y_188 =  1953.0000 + -0.3333x		interpolation 
5670 <= x < 5700; 	 y_189 =  -2205.0000 + 0.4000x		interpolation 
5700 <= x < 5730; 	 y_190 =  1025.0000 + -0.1667x		interpolation 
5730 <= x < 5760; 	 y_191 =  1789.0000 + -0.3000x		interpolation 
5760 <= x < 5790; 	 y_192 =  -323.0000 + 0.0667x		interpolation 
5790 <= x < 5820; 	 y_193 =  -2446.0000 + 0.4333x		interpolation 
5820 <= x < 5850; 	 y_194 =  2792.0000 + -0.4667x		interpolation 
5850 <= x < 5880; 	 y_195 =  -2668.0000 + 0.4667x		interpolation 
5880 <= x < 5910; 	 y_196 =  76.0000 + 0.0000x		interpolation 
5910 <= x < 5940; 	 y_197 =  2834.0000 + -0.4667x		interpolation 
5940 <= x < 5970; 	 y_198 =  62.0000 + 0.0000x		interpolation 
5970 <= x < 6000; 	 y_199 =  -2724.0000 + 0.4667x		interpolation 
6000 <= x < 6030; 	 y_200 =  676.0000 + -0.1000x		interpolation 
6030 <= x < 6060; 	 y_201 =  2686.0000 + -0.4333x		interpolation 
6060 <= x < 6090; 	 y_202 =  -1556.0000 + 0.2667x		interpolation 
6090 <= x < 6120; 	 y_203 =  -1556.0000 + 0.2667x		interpolation 
6120 <= x < 6150; 	 y_204 =  2728.0000 + -0.4333x		interpolation 
6150 <= x < 6180; 	 y_205 =  473.0000 + -0.0667x		interpolation 
6180 <= x < 6210; 	 y_206 =  267.0000 + -0.0333x		interpolation 
6210 <= x < 6240; 	 y_207 =  -2838.0000 + 0.4667x		interpolation 
6240 <= x < 6270; 	 y_208 =  1738.0000 + -0.2667x		interpolation 
6270 <= x < 6300; 	 y_209 =  1320.0000 + -0.2000x		interpolation 
6300 <= x < 6330; 	 y_210 =  -570.0000 + 0.1000x		interpolation 
6330 <= x < 6360; 	 y_211 =  1118.0000 + -0.1667x		interpolation 
6360 <= x < 6390; 	 y_212 =  -154.0000 + 0.0333x		interpolation 
6390 <= x < 6420; 	 y_213 =  -1858.0000 + 0.3000x		interpolation 
6420 <= x < 6450; 	 y_214 =  1352.0000 + -0.2000x		interpolation 
6450 <= x < 6480; 	 y_215 =  -2518.0000 + 0.4000x		interpolation 
6480 <= x < 6510; 	 y_216 =  2018.0000 + -0.3000x		interpolation 
6510 <= x < 6540; 	 y_217 =  1150.0000 + -0.1667x		interpolation 
6540 <= x < 6570; 	 y_218 =  -1030.0000 + 0.1667x		interpolation 
6570 <= x < 6600; 	 y_219 =  1379.0000 + -0.2000x		interpolation 
6600 <= x < 6630; 	 y_220 =  -1701.0000 + 0.2667x		interpolation 
6630 <= x < 6660; 	 y_221 =  -1922.0000 + 0.3000x		interpolation 
6660 <= x < 6690; 	 y_222 =  1408.0000 + -0.2000x		interpolation 
6690 <= x < 6720; 	 y_223 =  2746.0000 + -0.4000x		interpolation 
6720 <= x < 6750; 	 y_224 =  -1510.0000 + 0.2333x		interpolation 
6750 <= x < 6780; 	 y_225 =  -2185.0000 + 0.3333x		interpolation 
6780 <= x < 6810; 	 y_226 =  1883.0000 + -0.2667x		interpolation 
6810 <= x < 6840; 	 y_227 =  -1976.0000 + 0.3000x		interpolation 
6840 <= x < 6870; 	 y_228 =  2128.0000 + -0.3000x		interpolation 
6870 <= x < 6900; 	 y_229 =  -1765.0000 + 0.2667x		interpolation 
6900 <= x < 6930; 	 y_230 =  3525.0000 + -0.5000x		interpolation 
6930 <= x < 6960; 	 y_231 =  -3174.0000 + 0.4667x		interpolation 
6960 <= x < 6990; 	 y_232 =  306.0000 + -0.0333x		interpolation 
6990 <= x < 7020; 	 y_233 =  3335.0000 + -0.4667x		interpolation 
7020 <= x < 7050; 	 y_234 =  -2749.0000 + 0.4000x		interpolation 
7050 <= x < 7080; 	 y_235 =  -1339.0000 + 0.2000x		interpolation 
7080 <= x < 7110; 	 y_236 =  -159.0000 + 0.0333x		interpolation 
7110 <= x < 7140; 	 y_237 =  -159.0000 + 0.0333x		interpolation 
7140 <= x < 7170; 	 y_238 =  317.0000 + -0.0333x		interpolation 
7170 <= x < 7200; 	 y_239 =  556.0000 + -0.0667x		interpolation 
7200 <= x < 7230; 	 y_240 =  556.0000 + -0.0667x		interpolation 
7230 <= x < 7260; 	 y_241 =  3689.0000 + -0.5000x		interpolation 
7260 <= x < 7290; 	 y_242 =  -425.0000 + 0.0667x		interpolation 
7290 <= x < 7320; 	 y_243 =  -3098.0000 + 0.4333x		interpolation 
7320 <= x < 7350; 	 y_244 =  -414.0000 + 0.0667x		interpolation 
7350 <= x < 7380; 	 y_245 =  4731.0000 + -0.6333x		interpolation 
7380 <= x < 7410; 	 y_246 =  -4125.0000 + 0.5667x		interpolation 
7410 <= x < 7440; 	 y_247 =  3532.0000 + -0.4667x		interpolation 
7440 <= x < 7470; 	 y_248 =  -4156.0000 + 0.5667x		interpolation 
7470 <= x < 7500; 	 y_249 =  4808.0000 + -0.6333x		interpolation 
7500 <= x < 7530; 	 y_250 =  58.0000 + 0.0000x		interpolation 
7530 <= x < 7560; 	 y_251 =  -444.0000 + 0.0667x		interpolation 
7560 <= x < 7590; 	 y_252 =  -3468.0000 + 0.4667x		interpolation 
7590 <= x < 7620; 	 y_253 =  -938.0000 + 0.1333x		interpolation 
7620 <= x < 7650; 	 y_254 =  1348.0000 + -0.1667x		interpolation 
7650 <= x < 7680; 	 y_255 =  3898.0000 + -0.5000x		interpolation 
7680 <= x < 7710; 	 y_256 =  -710.0000 + 0.1000x		interpolation 
7710 <= x < 7740; 	 y_257 =  -4308.0000 + 0.5667x		interpolation 
7740 <= x < 7770; 	 y_258 =  1884.0000 + -0.2333x		interpolation 
7770 <= x < 7800; 	 y_259 =  2661.0000 + -0.3333x		interpolation 
7800 <= x < 7830; 	 y_260 =  581.0000 + -0.0667x		interpolation 
7830 <= x < 7860; 	 y_261 =  -4900.0000 + 0.6333x		interpolation 
7860 <= x < 7890; 	 y_262 =  864.0000 + -0.1000x		interpolation 
7890 <= x < 7920; 	 y_263 =  75.0000 + 0.0000x		interpolation 
7920 <= x < 7950; 	 y_264 =  339.0000 + -0.0333x		interpolation 
7950 <= x < 7980; 	 y_265 =  -456.0000 + 0.0667x		interpolation 
7980 <= x < 8010; 	 y_266 =  1140.0000 + -0.1333x		interpolation 
8010 <= x < 8040; 	 y_267 =  3009.0000 + -0.3667x		interpolation 
8040 <= x < 8070; 	 y_268 =  61.0000 + 0.0000x		interpolation 
8070 <= x < 8100; 	 y_269 =  -3705.0000 + 0.4667x		interpolation 
8100 <= x < 8130; 	 y_270 =  -735.0000 + 0.1000x		interpolation 
8130 <= x < 8160; 	 y_271 =  4956.0000 + -0.6000x		interpolation 
8160 <= x < 8190; 	 y_272 =  60.0000 + 0.0000x		interpolation 
8190 <= x < 8220; 	 y_273 =  -4854.0000 + 0.6000x		interpolation 
8220 <= x < 8250; 	 y_274 =  1996.0000 + -0.2333x		interpolation 
8250 <= x < 8280; 	 y_275 =  3096.0000 + -0.3667x		interpolation 
8280 <= x < 8310; 	 y_276 =  612.0000 + -0.0667x		interpolation 
8310 <= x < 8340; 	 y_277 =  -4374.0000 + 0.5333x		interpolation 
8340 <= x < 8370; 	 y_278 =  352.0000 + -0.0333x		interpolation 
8370 <= x < 8400; 	 y_279 =  3979.0000 + -0.4667x		interpolation 
8400 <= x < 8430; 	 y_280 =  -781.0000 + 0.1000x		interpolation 
8430 <= x < 8460; 	 y_281 =  -4434.0000 + 0.5333x		interpolation 
8460 <= x < 8490; 	 y_282 =  1206.0000 + -0.1333x		interpolation 
8490 <= x < 8520; 	 y_283 =  4602.0000 + -0.5333x		interpolation 
8520 <= x < 8550; 	 y_284 =  -1078.0000 + 0.1333x		interpolation 
8550 <= x < 8580; 	 y_285 =  -4213.0000 + 0.5000x		interpolation 
8580 <= x < 8610; 	 y_286 =  1793.0000 + -0.2000x		interpolation 
8610 <= x < 8640; 	 y_287 =  2941.0000 + -0.3333x		interpolation 
8640 <= x < 8670; 	 y_288 =  61.0000 + 0.0000x		interpolation 
8670 <= x < 8700; 	 y_289 =  -228.0000 + 0.0333x		interpolation 
8700 <= x < 8730; 	 y_290 =  62.0000 + 0.0000x		interpolation 
8730 <= x < 8760; 	 y_291 =  -3721.0000 + 0.4333x		interpolation 
8760 <= x < 8790; 	 y_292 =  3287.0000 + -0.3667x		interpolation 
8790 <= x < 8820; 	 y_293 =  -4331.0000 + 0.5000x		interpolation 
8820 <= x < 8850; 	 y_294 =  1549.0000 + -0.1667x		interpolation 
8850 <= x < 8880; 	 y_295 =  4204.0000 + -0.4667x		interpolation 
8880 <= x < 8910; 	 y_296 =  -236.0000 + 0.0333x		interpolation 
8910 <= x < 8940; 	 y_297 =  -4394.0000 + 0.5000x		interpolation 
8940 <= x < 8970; 	 y_298 =  1864.0000 + -0.2000x		interpolation 
8970 <= x < 9000; 	 y_299 =  -2621.0000 + 0.3000x		interpolation 
9000 <= x < 9030; 	 y_300 =  1579.0000 + -0.1667x		interpolation 
9030 <= x < 9060; 	 y_301 =  5191.0000 + -0.5667x		interpolation 
9060 <= x < 9090; 	 y_302 =  -1755.0000 + 0.2000x		interpolation 
9090 <= x < 9120; 	 y_303 =  -3876.0000 + 0.4333x		interpolation 
9120 <= x < 9150; 	 y_304 =  684.0000 + -0.0667x		interpolation 
9150 <= x < 9180; 	 y_305 =  4039.0000 + -0.4333x		interpolation 
9180 <= x < 9210; 	 y_306 =  -2999.0000 + 0.3333x		interpolation 
9210 <= x < 9240; 	 y_307 =  4062.0000 + -0.4333x		interpolation 
9240 <= x < 9270; 	 y_308 =  -3946.0000 + 0.4333x		interpolation 
9270 <= x < 9300; 	 y_309 =  -856.0000 + 0.1000x		interpolation 
9300 <= x < 9330; 	 y_310 =  1004.0000 + -0.1000x		interpolation 
9330 <= x < 9360; 	 y_311 =  -551.0000 + 0.0667x		interpolation 
9360 <= x < 9390; 	 y_312 =  697.0000 + -0.0667x		interpolation 
9390 <= x < 9420; 	 y_313 =  4453.0000 + -0.4667x		interpolation 
9420 <= x < 9450; 	 y_314 =  -5281.0000 + 0.5667x		interpolation 
9450 <= x < 9480; 	 y_315 =  1964.0000 + -0.2000x		interpolation 
9480 <= x < 9510; 	 y_316 =  -1828.0000 + 0.2000x		interpolation 
9510 <= x < 9540; 	 y_317 =  -560.0000 + 0.0667x		interpolation 
9540 <= x < 9570; 	 y_318 =  1030.0000 + -0.1000x		interpolation 
9570 <= x < 9600; 	 y_319 =  -246.0000 + 0.0333x		interpolation 
9600 <= x < 9630; 	 y_320 =  4234.0000 + -0.4333x		interpolation 
9630 <= x < 9660; 	 y_321 =  -1544.0000 + 0.1667x		interpolation 
9660 <= x < 9690; 	 y_322 =  -1544.0000 + 0.1667x		interpolation 
9690 <= x < 9720; 	 y_323 =  4270.0000 + -0.4333x		interpolation 
9720 <= x < 9750; 	 y_324 =  -1238.0000 + 0.1333x		interpolation 
9750 <= x < 9780; 	 y_325 =  1362.0000 + -0.1333x		interpolation 
9780 <= x < 9810; 	 y_326 =  -594.0000 + 0.0667x		interpolation 
9810 <= x < 9840; 	 y_327 =  -4518.0000 + 0.4667x		interpolation 
9840 <= x < 9870; 	 y_328 =  4010.0000 + -0.4000x		interpolation 
9870 <= x < 9900; 	 y_329 =  391.0000 + -0.0333x		interpolation 
9900 <= x < 9930; 	 y_330 =  391.0000 + -0.0333x		interpolation 
9930 <= x < 9960; 	 y_331 =  -3581.0000 + 0.3667x		interpolation 
9960 <= x < 9990; 	 y_332 =  3059.0000 + -0.3000x		interpolation 
9990 <= x < 10020; 	 y_333 =  -3601.0000 + 0.3667x		interpolation 
10020 <= x < 10050; 	 y_334 =  4749.0000 + -0.4667x		interpolation 
10050 <= x < 10080; 	 y_335 =  394.0000 + -0.0333x		interpolation 
10080 <= x < 10110; 	 y_336 =  -3638.0000 + 0.3667x		interpolation 
10110 <= x < 10140; 	 y_337 =  -1616.0000 + 0.1667x		interpolation 
10140 <= x < 10170; 	 y_338 =  2778.0000 + -0.2667x		interpolation 
10170 <= x < 10200; 	 y_339 =  -2307.0000 + 0.2333x		interpolation 
10200 <= x < 10230; 	 y_340 =  2793.0000 + -0.2667x		interpolation 
10230 <= x < 10260; 	 y_341 =  -3004.0000 + 0.3000x		interpolation 
10260 <= x < 10290; 	 y_342 =  3152.0000 + -0.3000x		interpolation 
10290 <= x < 10320; 	 y_343 =  -3708.0000 + 0.3667x		interpolation 
10320 <= x < 10350; 	 y_344 =  2828.0000 + -0.2667x		interpolation 
10350 <= x < 10380; 	 y_345 =  3518.0000 + -0.3333x		interpolation 
10380 <= x < 10410; 	 y_346 =  -288.0000 + 0.0333x		interpolation 
10410 <= x < 10440; 	 y_347 =  -5493.0000 + 0.5333x		interpolation 
10440 <= x < 10470; 	 y_348 =  5643.0000 + -0.5333x		interpolation 
